token,label
对,O
二,O
人,O
不,O
管,O
不,O
问,O
，,O
对,O
他,O
们,O
修,O
炼,O
的,O
进,O
度,O
，,O
修,O
炼,O
上,O
的,O
问,O
题,O
也,O
从,O
不,O
过,O
问,O
，,O
好,O
像,O
已,O
经,O
完,O
全,O
忘,O
掉,O
了,O
两,O
人,O
的,O
存,O
在,O
。,O
"
",O
"
",O
每,O
日,O
里,O
，,O
墨,O
大,O
夫,O
整,O
天,O
都,O
抱,O
着,O
那,O
一,O
本,O
有,O
三,O
个,O
黑,O
字,O
书,O
皮,O
的,O
书,O
苦,O
读,O
，,O
好,O
像,O
书,O
中,O
真,O
有,O
颜,O
如,O
玉,O
，,O
书,O
中,O
真,O
有,O
黄,O
金,O
屋,O
。,O
一,O
开,O
始,O
，,O
韩,O
立,O
和,O
张,O
铁,O
甚,O
至,O
以,O
为,O
墨,O
大,O
夫,O
不,O
打,O
算,O
再,O
做,O
救,O
人,O
扶,O
伤,O
的,O
大,O
夫,O
，,O
而,O
苦,O
读,O
书,O
改,O
考,O
秀,O
才,O
了,O
。,O
后,O
来,O
，,O
两,O
人,O
识,O
字,O
以,O
后,O
才,O
认,O
得,O
那,O
三,O
个,O
字,O
叫,O
“,O
长,O
生,O
经,O
”,O
，,O
是,O
一,O
本,O
讲,O
如,O
何,O
修,O
身,O
养,O
性,O
，,O
延,O
年,O
益,O
寿,O
的,O
书,O
。,O
"
",O
"
",O
这,O
时,O
，,O
二,O
人,O
才,O
恍,O
然,O
大,O
悟,O
，,O
墨,O
大,O
夫,O
不,O
是,O
想,O
考,O
秀,O
才,O
，,O
而,O
是,O
想,O
和,O
河,O
里,O
的,O
乌,O
龟,O
一,O
样,O
老,O
而,O
不,O
死,O
，,O
活,O
个,O
成,O
千,O
上,O
万,O
年,O
。,O
"
",O
"
",O
第,O
八,O
章,O
入,O
门,O
弟,O
子,O
"
",O
"
",O
经,O
过,O
近,O
半,O
年,O
的,O
疯,O
狂,O
修,O
行,O
后,O
，,O
韩,O
立,O
终,O
于,O
站,O
在,O
墨,O
大,O
夫,O
跟,O
前,O
接,O
受,O
墨,O
大,O
夫,O
的,O
测,O
试,O
。,O
"
",O
"
",O
张,O
铁,O
手,O
脚,O
无,O
措,O
的,O
紧,O
挨,O
着,O
韩,O
立,O
，,O
这,O
也,O
难,O
怪,O
，,O
韩,O
立,O
早,O
已,O
从,O
他,O
嘴,O
里,O
知,O
道,O
，,O
他,O
经,O
过,O
这,O
近,O
半,O
年,O
的,O
修,O
行,O
，,O
在,O
这,O
套,O
口,O
诀,O
上,O
毫,O
无,O
所,O
成,O
。,O
"
",O
"
",O
韩,O
立,O
知,O
道,O
张,O
铁,O
对,O
这,O
口,O
诀,O
修,O
炼,O
的,O
认,O
真,O
程,O
度,O
并,O
不,O
下,O
与,O
自,O
己,O
，,O
他,O
虽,O
然,O
比,O
不,O
上,O
自,O
己,O
的,O
那,O
股,O
不,O
要,O
命,O
的,O
疯,O
狂,O
劲,O
，,O
但,O
在,O
此,O
上,O
面,O
所,O
下,O
的,O
工,O
夫,O
并,O
不,O
算,O
少,O
，,O
绝,O
对,O
称,O
得,O
上,O
是,O
兢,O
兢,O
业,O
业,O
，,O
勤,O
勤,O
恳,O
恳,O
了,O
。,O
"
",O
"
",O
但,O
奇,O
怪,O
的,O
是,O
，,O
这,O
口,O
诀,O
对,O
张,O
铁,O
没,O
有,O
产,O
生,O
丝,O
毫,O
的,O
作,O
用,O
，,O
无,O
论,O
他,O
怎,O
么,O
的,O
下,O
苦,O
功,O
在,O
这,O
上,O
面,O
都,O
没,O
有,O
产,O
生,O
一,O
丝,O
的,O
效,O
果,O
，,O
看,O
来,O
这,O
套,O
口,O
诀,O
是,O
和,O
他,O
没,O
有,O
什,O
么,O
缘,O
分,O
了,O
。,O
"
",O
"
",O
韩,O
立,O
的,O
心,O
里,O
也,O
七,O
上,O
八,O
下,O
的,O
，,O
并,O
不,O
怎,O
吗,O
踏,O
实,O
。,O
他,O
知,O
道,O
，,O
这,O
次,O
张,O
铁,O
是,O
十,O
有,O
*,O
*,O
过,O
不,O
去,O
这,O
个,O
考,O
核,O
，,O
而,O
自,O
己,O
虽,O
然,O
在,O
此,O
上,O
面,O
有,O
了,O
一,O
点,O
点,O
的,O
效,O
果,O
，,O
但,O
也,O
比,O
他,O
强,O
不,O
了,O
哪,O
里,O
去,O
。,O
"
",O
"
",O
自,O
己,O
拼,O
命,O
的,O
修,O
炼,O
，,O
结,O
果,O
也,O
只,O
是,O
让,O
自,O
己,O
体,O
内,O
的,O
奇,O
怪,O
能,O
量,O
流,O
比,O
以,O
前,O
旺,O
盛,O
了,O
那,O
吗,O
一,O
点,O
，,O
如,O
果,O
说,O
以,O
前,O
的,O
能,O
量,O
流,O
只,O
有,O
头,O
丝,O
那,O
吗,O
细,O
，,O
那,O
么,O
现,O
在,O
它,O
则,O
变,O
得,O
有,O
棉,O
线,O
大,O
小,O
那,O
么,O
粗,O
。,O
可,O
是,O
这,O
样,O
能,O
不,O
能,O
过,O
的,O
了,O
墨,O
大,O
夫,O
这,O
一,O
关,O
，,O
自,O
己,O
心,O
里,O
实,O
在,O
是,O
没,O
底,O
，,O
因,O
此,O
韩,O
立,O
不,O
由,O
得,O
也,O
把,O
心,O
提,O
到,O
半,O
空,O
中,O
，,O
有,O
点,O
七,O
上,O
八,O
下,O
，,O
坎,O
坷,O
不,O
安,O
。,O
"
",O
"
",O
“,O
都,O
准,O
备,O
好,O
了,O
吧,O
，,O
把,O
你,O
们,O
的,O
修,O
行,O
成,O
果,O
展,O
现,O
给,O
我,O
看,O
看,O
吧,O
。,O
”,O
墨,O
大,O
夫,O
眯,O
起,O
了,O
双,O
眼,O
，,O
做,O
在,O
太,O
师,O
椅,O
上,O
冷,O
冷,O
的,O
看,O
这,O
二,O
人,O
。,O
"
",O
"
",O
“,O
准,O
备,O
好,O
了,O
。,O
”,O
韩,O
立,O
两,O
人,O
硬,O
着,O
头,O
皮,O
答,O
应,O
着,O
。,O
"
",O
"
",O
墨,O
大,O
夫,O
慢,O
腾,O
腾,O
的,O
从,O
椅,O
子,O
上,O
站,O
了,O
起,O
来,O
，,O
把,O
那,O
本,O
寸,O
步,O
不,O
离,O
的,O
书,O
放,O
到,O
了,O
桌,O
子,O
上,O
。,O
"
",O
"
",O
“,O
把,O
手,O
伸,O
出,O
来,O
。,O
”,O
"
",O
"
",O
“,O
运,O
功,O
给,O
我,O
看,O
看,O
。,O
”,O
"
",O
"
",O
墨,O
大,O
夫,O
一,O
只,O
手,O
抓,O
住,O
了,O
张,O
铁,O
的,O
右,O
手,O
脉,O
门,O
，,O
令,O
一,O
只,O
手,O
放,O
到,O
张,O
铁,O
的,O
丹,O
田,O
之,O
上,O
。,O
"
",O
"
",O
过,O
了,O
一,O
盏,O
茶,O
的,O
工,O
夫,O
，,O
才,O
把,O
双,O
手,O
从,O
张,O
铁,O
身,O
上,O
收,O
了,O
回,O
来,O
，,O
面,O
无,O
表,O
情,O
的,O
仔,O
细,O
上,O
下,O
打,O
量,O
了,O
一,O
番,O
张,O
铁,O
。,O
"
",O
"
",O
张,O
铁,O
满,O
脸,O
通,O
红,O
，,O
把,O
双,O
手,O
慌,O
慌,O
张,O
张,O
的,O
放,O
到,O
了,O
背,O
后,O
，,O
把,O
头,O
也,O
低,O
了,O
下,O
去,O
，,O
不,O
敢,O
再,O
看,O
墨,O
大,O
夫,O
一,O
眼,O
，,O
他,O
知,O
道,O
墨,O
大,O
夫,O
肯,O
定,O
已,O
觉,O
，,O
自,O
己,O
在,O
这,O
口,O
诀,O
上,O
没,O
有,O
丝,O
毫,O
的,O
修,O
炼,O
成,O
果,O
，,O
接,O
下,O
来,O
估,O
计,O
就,O
不,O
会,O
给,O
自,O
己,O
好,O
脸,O
色,O
看,O
了,O
。,O
"
",O
"
",O
“,O
该,O
你,O
了,O
。,O
”,O
"
",O
"
",O
令,O
人,O
惊,O
讶,O
，,O
墨,O
大,O
夫,O
没,O
有,O
一,O
点,O
想,O
要,O
责,O
骂,O
张,O
铁,O
的,O
举,O
动,O
，,O
只,O
是,O
眼,O
里,O
稍,O
微,O
露,O
出,O
了,O
一,O
丝,O
失,O
望,O
的,O
神,O
色,O
，,O
一,O
转,O
脸,O
来,O
，,O
又,O
到,O
了,O
韩,O
立,O
跟,O
前,O
。,O
"
",O
"
",O
墨,O
大,O
夫,O
照,O
旧,O
一,O
把,O
抓,O
住,O
了,O
韩,O
立,O
右,O
手,O
的,O
脉,O
门,O
。,O
"
",O
"
",O
“,O
好,O
凉,O
啊,O
，,O
冷,O
冰,O
冰,O
的,O
，,O
一,O
点,O
也,O
不,O
像,O
是,O
活,O
人,O
的,O
手,O
。,O
”,O
韩,O
立,O
心,O
里,O
有,O
些,O
聒,O
噪,O
。,O
"
",O
"
",O
墨,O
大,O
夫,O
手,O
上,O
的,O
皮,O
肤,O
有,O
些,O
干,O
燥,O
，,O
还,O
布,O
满,O
了,O
老,O
茧,O
，,O
扎,O
在,O
韩,O
立,O
的,O
皮,O
肤,O
上,O
微,O
微,O
的,O
有,O
点,O
刺,O
痛,O
，,O
这,O
是,O
韩,O
立,O
被,O
墨,O
大,O
夫,O
的,O
手,O
抓,O
住,O
的,O
第,O
一,O
感,O
觉,O
。,O
"
",O
"
",O
也,O
许,O
是,O
受,O
到,O
了,O
外,O
来,O
的,O
刺,O
激,O
，,O
韩,O
立,O
体,O
内,O
的,O
能,O
量,O
没,O
等,O
韩,O
立,O
自,O
己,O
动,O
用,O
就,O
自,O
行,O
运,O
行,O
了,O
起,O
来,O
，,O
顺,O
着,O
奇,O
经,O
八,O
脉,O
，,O
通,O
过,O
周,O
身,O
各,O
处,O
的,O
穴,O
道,O
，,O
从,O
丹,O
田,O
往,O
头,O
部,O
，,O
再,O
往,O
四,O
肢,O
，,O
飞,O
快,O
的,O
运,O
行,O
了,O
一,O
圈,O
，,O
又,O
返,O
回,O
了,O
丹,O
田,O
。,O
这,O
股,O
能,O
量,O
一,O
经,O
运,O
行,O
，,O
韩,O
立,O
皮,O
肤,O
上,O
的,O
那,O
一,O
点,O
不,O
适,O
，,O
也,O
立,O
马,O
就,O
消,O
失,O
了,O
。,O
"
",O
"
",O
“,O
咦,O
！,O
”,O
墨,O
大,O
夫,O
情,O
不,O
自,O
禁,O
的,O
口,O
中,O
叫,O
出,O
了,O
声,O
，,O
看,O
来,O
是,O
现,O
了,O
韩,O
立,O
体,O
内,O
的,O
那,O
股,O
能,O
量,O
。,O
"
",O
"
",O
“,O
快,O
，,O
再,O
运,O
行,O
一,O
遍,O
口,O
诀,O
。,O
”,O
墨,O
大,O
夫,O
脸,O
上,O
虽,O
然,O
想,O
强,O
忍,O
着,O
，,O
不,O
想,O
喜,O
形,O
于,O
色,O
，,O
但,O
眼,O
中,O
那,O
种,O
流,O
露,O
出,O
的,O
狂,O
热,O
神,O
色,O
，,O
还,O
是,O
让,O
韩,O
立,O
有,O
些,O
愕,O
然,O
。,O
"
",O
"
",O
“,O
慢,O
慢,O
的,O
来,O
，,O
让,O
我,O
仔,O
细,O
瞧,O
瞧,O
。,O
”,O
墨,O
大,O
夫,O
紧,O
接,O
着,O
又,O
加,O
上,O
了,O
一,O
句,O
，,O
平,O
时,O
一,O
贯,O
冷,O
冰,O
冰,O
的,O
语,O
调,O
也,O
变,O
的,O
急,O
促,O
起,O
来,O
，,O
把,O
另,O
一,O
只,O
手,O
放,O
到,O
了,O
他,O
的,O
丹,O
田,O
上,O
。,O
"
",O
"
",O
韩,O
立,O
感,O
到,O
墨,O
大,O
夫,O
的,O
双,O
手,O
有,O
点,O
微,O
微,O
颤,O
，,O
看,O
来,O
他,O
心,O
里,O
非,O
常,O
激,O
动,O
，,O
便,O
依,O
言,O
又,O
让,O
体,O
内,O
的,O
能,O
量,O
运,O
行,O
了,O
一,O
遍,O
。,O
"
",O
"
",O
“,O
不,O
错,O
！,O
不,O
错,O
！,O
就,O
是,O
这,O
种,O
感,O
觉,O
，,O
就,O
是,O
这,O
种,O
我,O
想,O
要,O
的,O
东,O
西,O
。,O
没,O
有,O
错,O
！,O
不,O
会,O
错,O
的,O
！,O
哈,O
哈,O
”,O
"
",O
"
",O
墨,O
大,O
夫,O
经,O
过,O
一,O
番,O
仔,O
仔,O
细,O
细,O
的,O
的,O
检,O
查,O
后,O
，,O
再,O
也,O
忍,O
不,O
住,O
放,O
声,O
大,O
笑,O
起,O
来,O
，,O
他,O
双,O
手,O
死,O
死,O
的,O
抓,O
住,O
韩,O
立,O
的,O
双,O
肩,O
，,O
眯,O
着,O
的,O
眼,O
睛,O
也,O
瞪,O
大,O
了,O
，,O
紧,O
紧,O
地,O
瞪,O
着,O
韩,O
立,O
，,O
像,O
是,O
在,O
看,O
一,O
件,O
世,O
上,O
罕,O
有,O
的,O
奇,O
珍,O
异,O
宝,O
，,O
目,O
光,O
中,O
似,O
乎,O
还,O
流,O
露,O
出,O
几,O
丝,O
疯,O
狂,O
的,O
神,O
情,O
。,O
"
",O
"
",O
韩,O
立,O
耳,O
里,O
不,O
停,O
地,O
传,O
来,O
墨,O
大,O
夫,O
一,O
声,O
接,O
一,O
声,O
的,O
哈,O
哈,O
大,O
笑,O
声,O
，,O
感,O
到,O
双,O
肩,O
被,O
抓,O
的,O
有,O
点,O
痛,O
，,O
再,O
看,O
到,O
他,O
脸,O
上,O
流,O
露,O
的,O
疯,O
狂,O
神,O
色,O
，,O
心,O
里,O
不,O
禁,O
害,O
怕,O
起,O
来,O
。,O
"
",O
"
",O
“,O
好,O
，,O
很,O
好,O
。,O
”,O
墨,O
大,O
夫,O
从,O
韩,O
立,O
脸,O
上,O
的,O
神,O
情,O
，,O
看,O
出,O
了,O
他,O
有,O
点,O
恐,O
惧,O
，,O
才,O
意,O
识,O
到,O
自,O
己,O
太,O
有,O
些,O
忘,O
形,O
了,O
，,O
立,O
刻,O
停,O
止,O
了,O
自,O
己,O
的,O
大,O
笑,O
。,O
"
",O
"
",O
“,O
以,O
后,O
也,O
要,O
像,O
现,O
在,O
这,O
样,O
努,O
力,O
，,O
从,O
今,O
天,O
起,O
，,O
你,O
就,O
是,O
我,O
的,O
亲,O
传,O
弟,O
子,O
了,O
。,O
”,O
他,O
放,O
开,O
双,O
手,O
，,O
又,O
拍,O
了,O
拍,O
韩,O
立,O
的,O
肩,O
头,O
以,O
示,O
鼓,O
励,O
。,O
"
",O
"
",O
墨,O
大,O
夫,O
脸,O
上,O
又,O
恢,O
复,O
了,O
以,O
往,O
的,O
平,O
静,O
，,O
似,O
乎,O
刚,O
才,O
一,O
切,O
的,O
疯,O
狂,O
举,O
动,O
都,O
从,O
未,O
生,O
过,O
，,O
只,O
是,O
从,O
他,O
那,O
偶,O
尔,O
看,O
向,O
韩,O
立,O
的,O
热,O
切,O
目,O
光,O
中,O
，,O
才,O
能,O
觉,O
察,O
到,O
他,O
现,O
在,O
其,O
实,O
仍,O
处,O
在,O
兴,O
奋,O
之,O
中,O
。,O
"
",O
"
",O
“,O
至,O
于,O
你,O
…,O
…,O
”,O
墨,O
大,O
夫,O
终,O
于,O
又,O
把,O
目,O
光,O
落,O
到,O
了,O
张,O
铁,O
身,O
上,O
。,O
"
",O
"
",O
张,O
铁,O
早,O
已,O
被,O
刚,O
才,O
所,O
生,O
的,O
事,O
给,O
惊,O
呆,O
了,O
，,O
见,O
墨,O
大,O
夫,O
把,O
话,O
语,O
转,O
向,O
了,O
自,O
己,O
，,O
这,O
才,O
惊,O
醒,O
了,O
过,O
来,O
。,O
"
",O
"
",O
想,O
到,O
考,O
核,O
不,O
过,O
，,O
就,O
要,O
被,O
赶,O
下,O
山,O
这,O
个,O
严,O
重,O
现,O
实,O
，,O
张,O
铁,O
看,O
向,O
墨,O
大,O
夫,O
的,O
目,O
光,O
，,O
不,O
禁,O
露,O
出,O
苦,O
苦,O
哀,O
求,O
的,O
神,O
色,O
。,O
"
",O
"
",O
“,O
你,O
资,O
质,O
不,O
行,O
啊,O
，,O
这,O
么,O
长,O
的,O
时,O
间,O
，,O
竟,O
然,O
一,O
点,O
东,O
西,O
也,O
没,O
能,O
练,O
出,O
来,O
，,O
做,O
我,O
的,O
弟,O
子,O
实,O
在,O
是,O
有,O
点,O
勉,O
强,O
了,O
。,O
”,O
墨,O
大,O
夫,O
不,O
停,O
的,O
摇,O
着,O
自,O
己,O
的,O
头,O
。,O
"
",O
"
",O
张,O
铁,O
的,O
心,O
，,O
也,O
随,O
着,O
他,O
的,O
摇,O
头,O
，,O
不,O
停,O
的,O
往,O
下,O
沉,O
。,O
"
",O
"
",O
从,O
墨,O
大,O
夫,O
的,O
话,O
语,O
中,O
，,O
两,O
人,O
都,O
听,O
出,O
了,O
他,O
不,O
想,O
收,O
下,O
张,O
铁,O
的,O
意,O
思,O
。,O
"
",O
"
",O
但,O
突,O
然,O
间,O
，,O
墨,O
大,O
夫,O
似,O
乎,O
想,O
到,O
了,O
什,O
么,O
有,O
意,O
思,O
的,O
事,O
情,O
，,O
望,O
向,O
张,O
铁,O
的,O
目,O
光,O
露,O
出,O
了,O
奇,O
怪,O
的,O
神,O
情,O
。,O
"
",O
"
",O
“,O
可,O
是,O
我,O
刚,O
才,O
检,O
查,O
了,O
你,O
的,O
根,O
骨,O
，,O
另,O
有,O
一,O
种,O
心,O
法,O
比,O
较,O
适,O
合,O
你,O
，,O
不,O
知,O
你,O
可,O
愿,O
意,O
跟,O
我,O
学,O
。,O
”,O
墨,O
大,O
夫,O
的,O
话,O
锋,O
突,O
然,O
的,O
一,O
转,O
，,O
竟,O
然,O
有,O
了,O
让,O
张,O
铁,O
过,O
关,O
的,O
意,O
思,O
。,O
"
",O
"
",O
张,O
铁,O
一,O
听,O
，,O
那,O
有,O
不,O
愿,O
意,O
的,O
意,O
思,O
，,O
当,O
场,O
就,O
答,O
应,O
了,O
下,O
来,O
。,O
"
",O
"
",O
“,O
好,O
，,O
很,O
好,O
。,O
你,O
二,O
人,O
下,O
去,O
吧,O
，,O
明,O
天,O
我,O
再,O
传,O
你,O
们,O
新,O
的,O
心,O
法,O
。,O
”,O
可,O
以,O
看,O
出,O
墨,O
大,O
夫,O
的,O
心,O
情,O
现,O
在,O
很,O
不,O
错,O
，,O
又,O
一,O
个,O
“,O
好,O
、,O
很,O
好,O
”,O
脱,O
口,O
而,O
出,O
。,O
"
",O
"
",O
韩,O
立,O
二,O
人,O
互,O
相,O
看,O
了,O
对,O
方,O
一,O
眼,O
，,O
都,O
觉,O
得,O
今,O
天,O
的,O
测,O
试,O
是,O
一,O
波,O
三,O
折,O
，,O
峰,O
回,O
路,O
转,O
，,O
两,O
人,O
竟,O
然,O
都,O
通,O
过,O
了,O
考,O
核,O
，,O
这,O
让,O
两,O
人,O
觉,O
得,O
很,O
欣,O
慰,O
。,O
"
",O
"
",O
第,O
九,O
章,O
象,O
甲,O
功,O
"
",O
"
",O
韩,O
立,O
回,O
想,O
到,O
这,O
里,O
，,O
脸,O
上,O
微,O
微,O
的,O
露,O
出,O
了,O
会,O
心,O
的,O
一,O
笑,O
。,O
"
",O
"
",O
他,O
和,O
张,O
铁,O
在,O
这,O
大,O
半,O
年,O
内,O
，,O
因,O
为,O
脾,O
气,O
相,O
投,O
，,O
外,O
加,O
上,O
出,O
身,O
比,O
较,O
类,O
似,O
，,O
很,O
自,O
然,O
地,O
结,O
成,O
了,O
无,O
话,O
不,O
说,O
的,O
密,O
友,O
"
",O
"
",O
韩,O
立,O
缓,O
缓,O
的,O
把,O
盘,O
起,O
的,O
双,O
腿,O
松,O
开,O
，,O
用,O
手,O
揉,O
了,O
揉,O
自,O
己,O
的,O
小,O
腿,O
，,O
长,O
久,O
的,O
打,O
坐,O
练,O
功,O
，,O
使,O
的,O
自,O
己,O
的,O
腿,O
部,O
有,O
些,O
麻,O
木,O
，,O
血,O
脉,O
也,O
有,O
些,O
不,O
大,O
通,O
畅,O
。,O
"
",O
"
",O
多,O
揉,O
了,O
几,O
下,O
，,O
感,O
到,O
腿,O
部,O
的,O
知,O
觉,O
完,O
全,O
恢,O
复,O
了,O
，,O
韩,O
立,O
这,O
才,O
从,O
垫,O
子,O
上,O
站,O
了,O
起,O
来,O
，,O
习,O
惯,O
性,O
的,O
拍,O
打,O
了,O
几,O
下,O
身,O
上,O
落,O
下,O
的,O
灰,O
尘,O
，,O
推,O
开,O
石,O
室,O
门,O
走,O
了,O
出,O
去,O
。,O
"
",O
"
",O
回,O
头,O
望,O
了,O
一,O
下,O
自,O
己,O
练,O
功,O
的,O
石,O
屋,O
，,O
韩,O
立,O
略,O
微,O
自,O
我,O
嘲,O
笑,O
了,O
一,O
番,O
。,O
"
",O
"
",O
这,O
间,O
屋,O
子,O
完,O
全,O
是,O
用,O
结,O
实,O
的,O
花,O
岗,O
岩,O
山,O
壁,O
淘,O
空,O
制,O
成,O
，,O
屋,O
门,O
更,O
是,O
用,O
一,O
整,O
块,O
大,O
青,O
石,O
打,O
制,O
而,O
成,O
，,O
普,O
通,O
人,O
想,O
贸,O
然,O
从,O
门,O
外,O
闯,O
进,O
来,O
，,O
不,O
用,O
开,O
山,O
的,O
巨,O
斧,O
砍,O
劈,O
个,O
一,O
时,O
三,O
刻,O
，,O
休,O
想,O
达,O
成,O
目,O
的,O
。,O
"
",O
"
",O
这,O
样,O
的,O
练,O
功,O
静,O
室,O
，,O
除,O
了,O
在,O
七,O
玄,O
门,O
有,O
一,O
定,O
身,O
份,O
地,O
位,O
的,O
门,O
主,O
、,O
长,O
老,O
、,O
堂,O
主,O
外,O
，,O
就,O
连,O
七,O
绝,O
堂,O
的,O
核,O
心,O
弟,O
子,O
，,O
也,O
不,O
能,O
随,O
便,O
拥,O
有,O
。,O
这,O
种,O
石,O
室,O
专,O
门,O
是,O
为,O
了,O
修,O
习,O
高,O
深,O
内,O
功,O
的,O
人,O
而,O
建,O
，,O
防,O
止,O
他,O
们,O
在,O
练,O
功,O
中,O
被,O
外,O
来,O
因,O
素,O
所,O
干,O
扰,O
，,O
避,O
免,O
走,O
火,O
入,O
魔,O
。,O
也,O
不,O
知,O
道,O
墨,O
大,O
夫,O
用,O
了,O
什,O
么,O
方,O
法,O
，,O
硬,O
是,O
叫,O
几,O
位,O
长,O
老,O
同,O
意,O
，,O
在,O
神,O
手,O
谷,O
内,O
的,O
山,O
壁,O
上,O
作,O
出,O
了,O
这,O
么,O
一,O
间,O
普,O
通,O
弟,O
子,O
无,O
法,O
享,O
用,O
的,O
石,O
室,O
。,O
"
",O
"
",O
这,O
间,O
石,O
室,O
一,O
完,O
工,O
，,O
就,O
由,O
墨,O
大,O
夫,O
指,O
定,O
交,O
由,O
韩,O
立,O
独,O
自,O
使,O
用,O
，,O
这,O
个,O
决,O
定,O
一,O
做,O
出,O
，,O
令,O
韩,O
立,O
都,O
有,O
些,O
受,O
宠,O
若,O
惊,O
。,O
"
",O
"
",O
墨,O
大,O
夫,O
对,O
自,O
己,O
这,O
个,O
徒,O
弟,O
未,O
免,O
太,O
好,O
了,O
，,O
从,O
正,O
式,O
成,O
为,O
他,O
弟,O
子,O
的,O
那,O
天,O
起,O
，,O
墨,O
大,O
夫,O
每,O
天,O
都,O
给,O
自,O
己,O
服,O
用,O
几,O
种,O
不,O
同,O
的,O
药,O
物,O
，,O
还,O
用,O
一,O
些,O
不,O
知,O
名,O
的,O
药,O
草,O
做,O
成,O
汤,O
汁,O
，,O
给,O
自,O
己,O
浸,O
泡,O
身,O
子,O
。,O
虽,O
然,O
自,O
己,O
不,O
认,O
得,O
这,O
些,O
药,O
物,O
的,O
名,O
称,O
和,O
功,O
用,O
，,O
但,O
是,O
见,O
到,O
墨,O
大,O
夫,O
每,O
当,O
用,O
这,O
些,O
药,O
时,O
，,O
平,O
时,O
面,O
无,O
表,O
情,O
的,O
脸,O
上,O
都,O
会,O
流,O
露,O
出,O
一,O
股,O
难,O
舍,O
的,O
神,O
态,O
，,O
自,O
己,O
也,O
就,O
能,O
了,O
解,O
一,O
二,O
这,O
些,O
药,O
物,O
的,O
珍,O
贵,O
之,O
处,O
。,O
"
",O
"
",O
显,O
然,O
这,O
些,O
外,O
力,O
还,O
是,O
很,O
起,O
作,O
用,O
的,O
，,O
韩,O
立,O
的,O
修,O
炼,O
度,O
明,O
显,O
提,O
高,O
了,O
不,O
少,O
，,O
在,O
前,O
不,O
久,O
终,O
于,O
冲,O
关,O
成,O
功,O
，,O
练,O
成,O
了,O
这,O
套,O
无,O
名,O
口,O
诀,O
的,O
第,O
一,O
层,O
。,O
"
",O
"
",O
只,O
是,O
在,O
冲,O
关,O
时,O
，,O
有,O
几,O
条,O
经,O
脉,O
差,O
点,O
破,O
裂,O
掉,O
，,O
受,O
了,O
一,O
点,O
不,O
轻,O
不,O
重,O
的,O
内,O
伤,O
。,O
多,O
亏,O
了,O
墨,O
大,O
夫,O
医,O
术,O
高,O
明,O
，,O
受,O
损,O
的,O
经,O
脉,O
又,O
不,O
太,O
严,O
重,O
，,O
加,O
上,O
舍,O
得,O
用,O
好,O
药,O
，,O
才,O
没,O
落,O
下,O
什,O
么,O
后,O
遗,O
症,O
。,O
"
",O
"
",O
韩,O
立,O
受,O
伤,O
后,O
，,O
墨,O
大,O
夫,O
的,O
表,O
现,O
比,O
韩,O
立,O
自,O
己,O
还,O
要,O
紧,O
张,O
，,O
在,O
整,O
个,O
医,O
治,O
过,O
程,O
中,O
都,O
坐,O
卧,O
不,O
宁,O
，,O
在,O
看,O
到,O
自,O
己,O
伤,O
势,O
终,O
于,O
好,O
转,O
之,O
后,O
，,O
这,O
才,O
大,O
大,O
的,O
松,O
了,O
一,O
口,O
气,O
。,O
"
",O
"
",O
墨,O
大,O
夫,O
的,O
这,O
种,O
表,O
现,O
，,O
远,O
远,O
的,O
出,O
了,O
普,O
通,O
师,O
徒,O
间,O
应,O
有,O
的,O
情,O
分,O
，,O
令,O
韩,O
立,O
心,O
头,O
无,O
端,O
端,O
的,O
有,O
几,O
丝,O
坎,O
坷,O
不,O
安,O
的,O
感,O
觉,O
。,O
要,O
不,O
是,O
韩,O
家,O
除,O
了,O
三,O
叔,O
外,O
，,O
就,O
再,O
也,O
没,O
有,O
人,O
走,O
出,O
自,O
家,O
那,O
片,O
穷,O
山,O
沟,O
，,O
韩,O
立,O
甚,O
至,O
差,O
点,O
以,O
为,O
墨,O
大,O
夫,O
是,O
自,O
己,O
家,O
的,O
那,O
门,O
子,O
远,O
房,O
亲,O
戚,O
。,O
"
",O
"
",O
韩,O
立,O
走,O
出,O
石,O
室,O
后,O
，,O
伸,O
了,O
伸,O
懒,O
腰,O
，,O
才,O
慢,O
慢,O
地,O
往,O
自,O
己,O
的,O
住,O
处,O
走,O
去,O
，,O
在,O
成,O
为,O
正,O
式,O
弟,O
子,O
后,O
，,O
韩,O
立,O
和,O
张,O
铁,O
已,O
经,O
搬,O
出,O
了,O
原,O
来,O
屋,O
子,O
，,O
两,O
人,O
都,O
分,O
别,O
拥,O
有,O
了,O
自,O
己,O
的,O
私,O
人,O
小,O
屋,O
。,O
"
",O
"
",O
在,O
经,O
过,O
张,O
铁,O
的,O
屋,O
子,O
时,O
，,O
韩,O
立,O
随,O
意,O
的,O
瞥,O
了,O
一,O
眼,O
。,O
"
",O
"
",O
果,O
然,O
，,O
张,O
铁,O
又,O
没,O
在,O
屋,O
内,O
，,O
估,O
计,O
又,O
去,O
赤,O
水,O
峰,O
下,O
的,O
瀑,O
布,O
练,O
功,O
去,O
了,O
。,O
"
",O
"
",O
在,O
成,O
为,O
墨,O
大,O
夫,O
的,O
正,O
式,O
弟,O
子,O
后,O
，,O
墨,O
大,O
夫,O
仍,O
然,O
叫,O
韩,O
立,O
只,O
练,O
这,O
套,O
无,O
名,O
口,O
诀,O
，,O
